created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Mon Mar 07 17:42:41 +0000 2022,Eurovision,9051,592,380,Netherlands,"sometimes i think about how this never made it to eurovision and suddenly i'm overcome with intense feelings of sorrow
https://t.co/58LNsf7OIl",sometimes think never made suddenly overcome intense feeling sorrow,-1
Mon Mar 07 17:52:56 +0000 2022,Eurovision,27853,2535,223,Netherlands,"@AlamariMusicali @ArvinRAtienza1 @Eurovision Indeed. They've seen the chance that whatever Ukraine put up is going to win so ramped up complaints about the scoreboard and the winning artist visiting Crimea until they had her kicked out &amp; they as 2nd placers got the chance.
Pretty lame but will be glossed over &amp; they'll win.",indeed seen chance whatever ukraine put going win ramped complaint scoreboard winning artist visiting crimea kicked amp placer got chance pretty lame glossed amp win,1
Mon Mar 07 17:51:23 +0000 2022,Eurovision,5964,999,1243,England,"In lighter news, Serbia's 2022 #Eurovision entry opens with the immortal line ""What is the secret behind Meghan Markle's healthy hair?""

No I'm serious...

https://t.co/bDg6l9l3uR",lighter news serbia entry open immortal line secret behind meghan markle healthy hair serious,1
Mon Mar 07 18:02:25 +0000 2022,Eurovision,8639,1742,2788,England,Oh so this seems like an unpopular opinion but I really don't like the rumoured UK's #Eurovision entry this year. It's boring. Much like most of this year's entries this year imo 😬,seems like unpopular opinion really like rumoured entry year boring much like year entry year imo,-1
Mon Mar 07 18:28:51 +0000 2022,Eurovision,8864,838,869,Spain,"@LaTaupe2a Yeah my favorite before was Madame, but after watching all live it was also Pauline. And Fulenn after hearing it totally and live grew up 8 places in my top (from 11 to 3) but, yes, it was the best choice for Eurovision.",yeah favorite madame watching live also pauline fulenn hearing totally live grew place top yes best choice,1
Mon Mar 07 18:17:36 +0000 2022,Eurovision,58298,1338,1430,England,"@shi_fs @SchlagerKaty I like it too , and I like his voice . Im just not sure how it would do in televote  .juries might like it #Eurovision",like like voice sure would televote might like,0
Mon Mar 07 18:35:38 +0000 2022,Eurovision,7855,200,247,Finland,this had potential to go harder as well??? but points for the actual orchestra. 6/10 great singers but I don't like slow song in Eurovision https://t.co/ygZoGNhcR9,potential harder well point actual orchestra great singer like slow song,-1
Mon Mar 07 18:34:47 +0000 2022,Eurovision,12102,301,238,England,"Do you remember when Tony Blair invaded Iraq &amp; we, the brits got cancelled? No, neither do I.  We got the cold shoulder at the Eurovision Song Contest from that moment on…but that was about it.  There is far more to all of this than we know &amp; the US &amp; world economic forum are in",remember tony blair invaded iraq amp brit got cancelled neither got cold shoulder song contest moment far know amp amp world economic forum,-1
Mon Mar 07 19:15:07 +0000 2022,Eurovision,10291,128,407,Germany,@ShowerAbsolute I’m not keen on Eurovision at the best of times but this new format looks even more dire.,keen best time new format look even dire,-1
Mon Mar 07 19:01:53 +0000 2022,Eurovision,3578,449,742,Germany,"My Eurovision winners since 2010, do we share any 👀 ?

🇲🇩 Run Away
🇩🇰 New Tomorrow
⚪️🔴⚪️ We Are the Heroes
🇩🇰 Only Teardrops
🇸🇮 Round and Round
🇮🇪 Playing With Numbers
🇨🇾 Alter Ego
🇧🇪 City Lights
🇨🇾 Fuego
🇳🇴 Spirit in the Sky
🇵🇹 Medo de Sentir
🇮🇹 Zitti e buoni
🇫🇷 Fulenn",winner since share run away new tomorrow hero teardrop round round playing number alter ego city light fuego spirit sky medo sentir zitti buoni fulenn,0
Mon Mar 07 19:21:54 +0000 2022,Eurovision,14049,523,912,England,"You'll still be able to catch @Squallmuzza on the @senshudo Twitch channel, whenever eurovision or drunken eurotruck happens or some unique game he gets his hands on.",still able catch twitch channel whenever drunken eurotruck happens unique game get hand,0
Mon Mar 07 12:10:05 +0000 2022,holiday,751,204,40,Spain,"Wts lfb onhand

BTS Special Holiday Box - Complete inclusions except #1 and #7 ( No PC)

850.00

Loc. Calamba, Laguna
Mop: Gcash/Unionbank
Mod: GGX Only https://t.co/YnDMnZLqJg",wts lfb onhand bts special box complete inclusion except loc calamba laguna mop mod ggx,1
Mon Mar 07 12:09:04 +0000 2022,holiday,149680,94517,70357,Usa,"Download The New Holiday 2021 Album !
“Fusion Tribe” by Luiz Santos https://t.co/wVEGPjDL8S 
#jazz #funk #fusionjazz #smoothjazz #R&amp;B #Hiphop #afrocuban #westafrican #brazilianmusic https://t.co/mweEN1J9bm",download new album fusion tribe luiz santos,0
Mon Mar 07 12:05:32 +0000 2022,holiday,303,60,44,Greece,"Happy Clean Monday!🌼
⁣
Today is Clean Monday or Ash Monday, the first day of the Lent period. A public holiday in Greece and Cyprus, it is the perfect opportunity for families and friends to gather and celebrate by feasting and flying kites!🦋
⁣
#cleanmonday #ashmonday⁣ https://t.co/MeGszf8Puz",happy clean monday today clean monday ash monday first day lent period public greece cyprus perfect opportunity family friend gather celebrate feasting flying kite,1
Mon Mar 07 12:03:58 +0000 2022,holiday,21164,1809,1745,Usa,PASSPORT TO THE WORLD: Special Days Around the World: March 7! #festival #holiday #Iraqi_Kurdistan #Albania https://t.co/uBZN1tdFQH,passport world special day around world march,0
Mon Mar 07 12:26:27 +0000 2022,holiday,37,1,1,Ghana,"Happy Holidays to you.

We are open!

Come for great holiday deals.

 #hair #wigsale #curlyhair #bouncycurls #wavewig #bouncyhair #wigmaker #wigsforsale #wigs #bridalhair #bridalwig #bridalmakeup #braidswig #braidscap #braid #braids #wig #ghana #happyindependenceday https://t.co/0xGUBQExBF",happy open come great deal,1
Mon Mar 07 12:24:57 +0000 2022,holiday,29299,10542,3449,England,"Just received an interesting out of office from a contact in Germany ""International Women's Day is a public holiday in Berlin. I will be back in the office on Wednesday 9th March!"" #NewMR #IWD #BreakTheBias",received interesting office contact germany international woman day public berlin back office wednesday march,1
Mon Mar 07 12:24:48 +0000 2022,holiday,8536,1530,3211,Zambia,Oky today Iam tired 🥱 I just need to go home and rest ..Tomorrow is a holiday?,oky today iam tired need home rest tomorrow,-1
Mon Mar 07 12:24:08 +0000 2022,holiday,54026,8009,8332,Usa,"Happy Healing Day!
Ok, so maybe I made up the holiday but why can’t it be a real day for when we need to stop building legacies of passed down pain? Why not stop and work on what’s eating us? You got this! https://t.co/yTtsgh22Ba",happy healing day maybe made real day need stop building legacy passed pain stop work eating got,-1
Mon Mar 07 12:24:03 +0000 2022,holiday,18214,5928,4532,England,All Greeks I ve spoken to today in the UK work. I had to make a whole plan to find time off to arrive to embassy today to find out that the Greeks who work there are having a bank holiday,greek spoken today work make whole plan find time arrive embassy today find greek work bank,0
Mon Mar 07 12:21:38 +0000 2022,holiday,4371,58277,0,Uzbekistan,"A solemn event was held in honor of March 8 - International Women's Day.  The President presented women with high state awards.

#Mirziyoyev 
#holiday #International_Women's_Day #awarding https://t.co/hzhewbgS96",solemn event held honor march international woman day president presented woman high state award,1
Mon Mar 07 12:20:23 +0000 2022,holiday,3376,4583,2,Usa,"Squidward: What's he so happy about? April 1st? April Fools Day is SpongeBob's favorite holiday! Mr. Krabs, I can't come in today. I caught something terrible.",squidward happy april april fool day spongebob favorite krabs come today caught something terrible,1
Mon Mar 07 12:20:00 +0000 2022,holiday,153373,5000,3946,Usa,"Highs for today.. ...           Checkout  your Temps and Weather at https://t.co/HNLPnbqhEd           
#wx #weather #cold  #nice #rain #storm #Freezing #lows #flooding #temps #nws #usa #colder  eat #states #holiday #Monday    #weekday https://t.co/tb4EVCewwF",high today checkout temp weather eat,0
Mon Mar 07 12:19:10 +0000 2022,holiday,27712,996,672,Usa,"A day off that Erwin had rarely had since he was appointed as commander for the first time, finally, he was allowed to enjoy one more day off.  For recovery, they said, recovery for his severed right arm.

The funny thing is, Erwin almost cursed this extra holiday, in",day erwin rarely since appointed commander first time finally allowed enjoy one day recovery said recovery severed right arm funny thing erwin almost cursed extra,1
Mon Mar 07 12:36:56 +0000 2022,holiday,413,77,268,Germany,✌🏻💚 Benny Holiday - Bloody Blunts 3 ft Gibby Stites &amp; Jacc D. Frost (VIDEO) ... https://t.co/I9fOAZcnFT via @YouTube,benny bloody blunts gibby stites amp jacc frost video via,0
Mon Mar 07 12:35:39 +0000 2022,holiday,87666,20051,1427,Usa,"Jeho is a fool ,why post this thread today . Today of all day...today is a holiday jeho...everyone is home and on twitter . Jeho worry me 😭😭",jeho fool post thread today today day today jeho everyone home twitter jeho worry,-1
Mon Mar 07 12:35:17 +0000 2022,holiday,39855,13767,546,England,"🎅 Blues Foundation launch Easter holiday programmes in Sandy &amp; Flitwick in partnership with @letstalkcentral 🤝

📅 4 - 7 Apr &amp; 11 - 14 Apr
🏉 🎾 ⚽️ Multi-Sport projects
🎨 Arts &amp; Crafts 
&amp; much, much more! 

💙 Places limited ➡️ https://t.co/QVD74qJ0Bc

#BluesFoundation https://t.co/6zZbJdWolH",blue foundation launch easter programme sandy amp flitwick partnership apr amp apr project art amp craft amp much much place limited,0
Mon Mar 07 12:57:33 +0000 2022,holiday,278,86,0,Spain,"Girls ""A"" basketball Champions of the Farmington 500 Basketball Tourney! 20-0 Undefeated Regular Season, Winners of the Laconia Holiday Tourney, and Lakes Region Tourney at Winnisquam. https://t.co/I1icCOtkdd",girl basketball champion farmington basketball tourney undefeated regular season winner laconia tourney lake region tourney winnisquam,1
Mon Mar 07 12:51:41 +0000 2022,holiday,241,102,63,England,"You can now book online for our Easter Holiday Tennis Camps! 🎾😎

Camps will run from Monday 4th-Thursday 7th &amp; Monday 11th-14th April 2:30-4:30pm for ages 6+ years.

Book online at https://t.co/v2sqN9lRwN
Can't wait to see you all on court!☀️☀️🎾🎾👟👟 https://t.co/I8uZ0ainpa",book online easter tennis camp camp run monday amp monday april age year book online wait see court,0
Mon Mar 07 12:51:11 +0000 2022,holiday,71342,13367,92,Ghana,"Today, we are serving only Ghanaian meals. What are you having for lunch? Kenkey and Fried Fish or  Fried Yam and Tsofi? Tell us in the comments and enjoy this day like the Ghanaian you are. Happy Holiday ❤

#Frytol #GhanaAt65 #YouDeserveALiffeOfGoodness https://t.co/lpkxC4795e",today serving ghanaian meal lunch kenkey fried fish fried yam tsofi tell comment enjoy day like ghanaian happy,1
Mon Mar 07 12:50:24 +0000 2022,holiday,723,96,65,Usa,"I used to love staying home from school, since I was always there and getting sick was like a holiday.",used love staying home school since always getting sick like,1
